function_rank,function_share,cumulative_bugfix_share
575,0.012939085037917145,0.06426535371857994
576,0.012961587794504827,0.0643949209639803
577,0.012984090551092509,0.06452448820938067
578,0.01300659330768019,0.06452448820938067
579,0.013029096064267873,0.06452448820938067
580,0.013051598820855555,0.06452448820938067
581,0.013074101577443237,0.06452448820938067
582,0.013096604334030919,0.06452448820938067
583,0.0131191070906186,0.06452448820938067
584,0.013141609847206283,0.06452448820938067
585,0.013164112603793965,0.06452448820938067
586,0.013186615360381647,0.06452448820938067
587,0.013209118116969329,0.06452448820938067
588,0.013231620873557011,0.06452448820938067
589,0.013254123630144693,0.06452448820938067
590,0.013276626386732375,0.06517232443638249
591,0.013299129143320057,0.06569059341798393
592,0.013321631899907739,0.06620886239958539
593,0.013344134656495421,0.06659756413578648
594,0.013366637413083103,0.0668566986265872
595,0.013389140169670785,0.06698626587198755
596,0.013411642926258467,0.06711583311738792
597,0.01343414568284615,0.06724540036278828
598,0.013456648439433831,0.06737496760818865
599,0.013479151196021513,0.06750453485358901
600,0.013501653952609195,0.06763410209898937
601,0.013524156709196877,0.06776366934438974
602,0.01354665946578456,0.0678932365897901
603,0.013569162222372241,0.06802280383519047
604,0.013591664978959923,0.06802280383519047
605,0.013614167735547605,0.06802280383519047
606,0.013636670492135287,0.06802280383519047
607,0.013659173248722968,0.06802280383519047
608,0.01368167600531065,0.06802280383519047
609,0.013704178761898332,0.06802280383519047
610,0.013726681518486014,0.06802280383519047
611,0.013749184275073696,0.06802280383519047
612,0.013771687031661378,0.06802280383519047
613,0.01379418978824906,0.06802280383519047
614,0.013816692544836742,0.06802280383519047
615,0.013839195301424424,0.06802280383519047
616,0.013861698058012106,0.06802280383519047
617,0.013884200814599788,0.06802280383519047
618,0.01390670357118747,0.06802280383519047
619,0.013929206327775152,0.06802280383519047
620,0.013951709084362834,0.06802280383519047
621,0.013974211840950516,0.06802280383519047
622,0.013996714597538198,0.06802280383519047
623,0.01401921735412588,0.06802280383519047
624,0.014041720110713562,0.06802280383519047
625,0.014064222867301244,0.06802280383519047
626,0.014086725623888926,0.06802280383519047
627,0.014109228380476608,0.06802280383519047
628,0.01413173113706429,0.06880020730759263
629,0.014154233893651972,0.06918890904379373
630,0.014176736650239654,0.06944804353459445
631,0.014199239406827336,0.06970717802539518
632,0.014221742163415018,0.06996631251619591
633,0.0142442449200027,0.07022544700699664
634,0.014266747676590382,0.07048458149779736
635,0.014289250433178064,0.07074371598859808
636,0.014311753189765746,0.0710028504793988
637,0.014334255946353429,0.07113241772479917
638,0.01435675870294111,0.07126198497019953
639,0.014379261459528793,0.0713915522155999
640,0.014401764216116475,0.07152111946100026
641,0.014424266972704157,0.07152111946100026
642,0.014446769729291839,0.07152111946100026
643,0.01446927248587952,0.07152111946100026
644,0.014491775242467203,0.07152111946100026
645,0.014514277999054885,0.07152111946100026
646,0.014536780755642567,0.07152111946100026
647,0.014559283512230249,0.07152111946100026
648,0.01458178626881793,0.07152111946100026
649,0.014604289025405613,0.07152111946100026
650,0.014626791781993295,0.07152111946100026
651,0.014649294538580977,0.07152111946100026
652,0.014671797295168659,0.07152111946100026
653,0.014694300051756341,0.07152111946100026
654,0.014716802808344023,0.07152111946100026
655,0.014739305564931703,0.07152111946100026
656,0.014761808321519385,0.07152111946100026
657,0.014784311078107067,0.07152111946100026
658,0.01480681383469475,0.07152111946100026
659,0.014829316591282431,0.07152111946100026
660,0.014851819347870113,0.07152111946100026
661,0.014874322104457795,0.07152111946100026
662,0.014896824861045477,0.07152111946100026
663,0.01491932761763316,0.07152111946100026
664,0.014941830374220842,0.07152111946100026
665,0.014964333130808524,0.07152111946100026
666,0.014986835887396206,0.07152111946100026
667,0.015009338643983888,0.07152111946100026
668,0.01503184140057157,0.07152111946100026
669,0.015054344157159252,0.07152111946100026
670,0.015076846913746934,0.07152111946100026
671,0.015099349670334616,0.07152111946100026
672,0.015121852426922298,0.07152111946100026
673,0.01514435518350998,0.07152111946100026
674,0.015166857940097662,0.07152111946100026
675,0.015189360696685344,0.07152111946100026
676,0.015211863453273026,0.07152111946100026
677,0.015234366209860708,0.07152111946100026
678,0.01525686896644839,0.07152111946100026
679,0.015279371723036072,0.07152111946100026
680,0.015301874479623754,0.07152111946100026
681,0.015324377236211436,0.07152111946100026
682,0.015346879992799118,0.07152111946100026
683,0.0153693827493868,0.07152111946100026
684,0.015391885505974482,0.07152111946100026
685,0.015414388262562164,0.07152111946100026
686,0.015436891019149846,0.07216895568800208
687,0.015459393775737528,0.07255765742420316
